ROW_ID,ORDER_ID,ORDER_DATE,SHIP_DATE,SHIP_MODE,CUSTOMER_ID,CUSTOMER_NAME,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,SALES,QUANTITY,DISCOUNT,PROFIT,YEAR
,CA-2017-122931,2017-09-29,2017-10-03,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801,6,0,-337,2017
,CA-2017-122931,2017-09-29,2017-10-03,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,67,1,0,-20,2017
,CA-2017-108903,2017-09-29,2017-10-03,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229,South,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55,2,0,4,2017
,CA-2017-108903,2017-09-29,2017-10-03,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229,South,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,14,5,0,4,2017
,CA-2017-108903,2017-09-29,2017-10-03,Same Day,DO-13435,Denny Ordway,Consumer,United States,Columbus,Ohio,43229,South,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,142,3,0,-3,2017
,CA-2017-124856,2017-09-29,2017-10-03,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,South,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395,9,0,362,2017
,CA-2017-124856,2017-09-29,2017-10-03,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,South,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117,4,0,36,2017
,CA-2017-124856,2017-09-29,2017-10-03,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,18,3,0,8,2017
,CA-2017-120887,2017-09-30,2017-10-03,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87,3,0,37,2017
,CA-2017-146969,2017-09-30,2017-10-03,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,Central,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204,2,0,53,2017
,CA-2017-140886,2017-09-30,2017-10-04,Standard Class,KW-16570,Kelly Williams,Consumer,United States,Clarksville,Tennessee,37042,East,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,69,6,0,11,2017
,CA-2017-137351,2017-09-30,2017-10-04,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Seattle,Washington,98105,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,43,7,0,13,2017
,CA-2017-111962,2017-09-30,2017-10-04,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,10,2,0,3,2017
,CA-2017-111962,2017-09-30,2017-10-04,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Seattle,Washington,98115,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,807,5,0,153,2017
,CA-2017-102008,2017-10-01,2017-10-04,Standard Class,RA-19915,Russell Applegate,Consumer,United States,New York City,New York,10011,Central,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48,1,0,24,2017
,CA-2017-108189,2017-10-02,2017-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,East,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4,2,0,1,2017
,CA-2017-108189,2017-10-02,2017-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318,2,0,107,2017
,CA-2017-108189,2017-10-02,2017-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,East,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12,6,0,4,2017
,CA-2017-108189,2017-10-02,2017-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,East,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15,2,0,-3,2017
,CA-2017-108189,2017-10-02,2017-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,East,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230,3,0,20,2017
,CA-2017-108189,2017-10-02,2017-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,East,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7,1,0,0,2017
,US-2017-132745,2017-10-02,2017-10-05,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Reno,Nevada,89502,West,OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,4,1,0,0,2017
,CA-2017-103800,2017-10-02,2017-10-11,Standard Class,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,77095,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",31,2,0,5,2017
,US-2017-167633,2017-10-03,2017-10-05,Standard Class,BW-11200,Ben Wallace,Consumer,United States,Boynton Beach,Florida,33437,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,15,3,0,5,2017
,CA-2017-108189,2017-10-03,2017-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9,2,0,3,2017
,CA-2017-159478,2017-10-03,2017-10-06,Standard Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",15,3,0,5,2017
,CA-2017-166891,2017-10-03,2017-10-06,First Class,CC-12220,Chris Cortes,Consumer,United States,New York City,New York,10024,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589,5,0,-6,2017
,CA-2017-152233,2017-10-03,2017-10-06,First Class,KH-16510,Keith Herrera,Consumer,United States,Pomona,California,91767,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,99,2,0,34,2017
,CA-2017-120775,2017-10-03,2017-10-07,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,West,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,4,3,0,0,2017
,CA-2017-120775,2017-10-03,2017-10-07,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,31,3,0,-19,2017
,CA-2017-120775,2017-10-03,2017-10-07,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,West,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,4,2,0,1,2017
,CA-2017-120775,2017-10-03,2017-10-07,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,West,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1,3,0,-3,2017
,CA-2017-120775,2017-10-03,2017-10-07,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,West,OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,15,4,0,-3,2017
,CA-2017-153479,2017-10-03,2017-10-08,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,East,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95,2,0,31,2017
,CA-2017-132542,2017-10-03,2017-10-08,Second Class,AM-10360,Alice McCarthy,Corporate,United States,Omaha,Nebraska,68104,South,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15,2,0,7,2017
,CA-2017-142951,2017-10-03,2017-10-08,Same Day,JG-15115,Jack Garza,Consumer,United States,Charlotte,North Carolina,28205,West,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",23,3,0,4,2017
,CA-2017-153976,2017-10-04,2017-10-08,Second Class,BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,60201,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258,3,0,-70,2017
,CA-2017-157882,2017-10-04,2017-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,Central,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143,1,0,3,2017
,CA-2017-157882,2017-10-04,2017-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,Central,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122,3,0,13,2017
,CA-2017-153479,2017-10-04,2017-10-08,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14,5,0,6,2017
,CA-2017-102085,2017-10-05,2017-10-09,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Seattle,Washington,98115,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29,4,0,13,2017
,CA-2017-109680,2017-10-05,2017-10-09,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Indianapolis,Indiana,46203,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,386,2,0,54,2017
,US-2017-155817,2017-10-06,2017-10-09,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,27707,East,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61,2,0,4,2017
,US-2017-155817,2017-10-06,2017-10-09,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,27707,East,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,6,3,0,0,2017
,US-2017-105137,2017-10-06,2017-10-10,Same Day,RB-19435,Richard Bierner,Consumer,United States,Columbus,Ohio,43229,West,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",18,2,0,-13,2017
,US-2017-134054,2017-10-06,2017-10-10,Same Day,FC-14335,Fred Chung,Corporate,United States,Albuquerque,New Mexico,87105,West,OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255,7,0,112,2017
,CA-2017-152422,2017-10-07,2017-10-10,Second Class,BD-11635,Brian Derr,Consumer,United States,Columbus,Ohio,43229,South,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91,5,0,11,2017
,US-2017-105137,2017-10-07,2017-10-10,Same Day,RB-19435,Richard Bierner,Consumer,United States,Columbus,Ohio,43229,West,TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101,2,0,-71,2017
,CA-2017-140403,2017-10-08,2017-10-10,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122,3,0,13,2017
,CA-2017-140403,2017-10-08,2017-10-10,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336,East,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15,2,0,7,2017
,CA-2017-134677,2017-10-09,2017-10-10,Standard Class,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024,Central,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9,3,0,1,2017
,CA-2017-132801,2017-10-09,2017-10-12,Standard Class,JG-15805,John Grady,Corporate,United States,Dallas,Texas,75217,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",107,10,0,10,2017
,CA-2017-119977,2017-10-09,2017-10-13,Second Class,DN-13690,Duane Noonan,Consumer,United States,New York City,New York,10011,West,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,123,4,0,55,2017
,CA-2017-117429,2017-10-10,2017-10-13,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,19140,Central,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129,5,0,21,2017
,CA-2017-157924,2017-10-10,2017-10-13,First Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31,4,0,8,2017
,CA-2017-157924,2017-10-10,2017-10-13,First Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,East,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433,2,0,-65,2017
,CA-2017-110611,2017-10-10,2017-10-13,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Philadelphia,Pennsylvania,19120,South,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",83,5,0,-13,2017
,CA-2017-150329,2017-10-10,2017-10-14,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Phoenix,Arizona,85023,South,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,46,7,0,3,2017
,CA-2017-138240,2017-10-10,2017-10-14,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,144,3,0,41,2017
,CA-2017-138240,2017-10-10,2017-10-14,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,15,1,0,-2,2017
,CA-2017-132010,2017-10-10,2017-10-15,First Class,MA-17995,Michelle Arnett,Home Office,United States,Richmond,Virginia,23223,West,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,22,2,0,4,2017
,CA-2017-132010,2017-10-10,2017-10-15,First Class,MA-17995,Michelle Arnett,Home Office,United States,Richmond,Virginia,23223,West,OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,315,4,0,6,2017
,CA-2017-132010,2017-10-10,2017-10-15,First Class,MA-17995,Michelle Arnett,Home Office,United States,Richmond,Virginia,23223,West,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,15,3,0,7,2017
,CA-2017-114314,2017-10-11,2017-10-15,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,7,1,0,3,2017
,CA-2017-114314,2017-10-11,2017-10-15,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,8,4,0,3,2017
,CA-2017-128538,2017-10-11,2017-10-15,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Redondo Beach,California,90278,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7,1,0,3,2017
,CA-2017-137911,2017-10-11,2017-10-15,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Jacksonville,North Carolina,28540,West,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88,2,0,31,2017
,CA-2017-103492,2017-10-11,2017-10-15,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,West,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,719,6,0,71,2017
,CA-2017-103492,2017-10-11,2017-10-15,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,West,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,755,7,0,66,2017
,CA-2017-103492,2017-10-11,2017-10-15,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,11,5,0,-19,2017
,CA-2017-103492,2017-10-11,2017-10-15,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,0,1,0,-1,2017
,CA-2017-132010,2017-10-11,2017-10-15,First Class,MA-17995,Michelle Arnett,Home Office,United States,Richmond,Virginia,23223,West,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,36,5,0,17,2017
,CA-2017-167199,2017-10-11,2017-10-21,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,West,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,20,2,0,1,2017
,CA-2017-151995,2017-10-12,2017-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,Central,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25,2,0,2,2017
,US-2017-126571,2017-10-12,2017-10-15,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,281,2,0,10,2017
,US-2017-126571,2017-10-12,2017-10-15,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,201,3,0,67,2017
,CA-2017-151995,2017-10-13,2017-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,Central,OFF-AR-10003190,Office Supplies,Art,Newell 32,11,4,0,3,2017
,CA-2017-151995,2017-10-13,2017-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,Central,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298,5,0,311,2017
,CA-2017-151995,2017-10-13,2017-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,Central,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213,4,0,62,2017
,CA-2017-139451,2017-10-13,2017-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,Central,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14,5,0,4,2017
,CA-2017-139451,2017-10-13,2017-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,Central,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21,1,0,6,2017
,CA-2017-116834,2017-10-13,2017-10-16,Standard Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,East,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,63,11,0,19,2017
,CA-2017-116834,2017-10-13,2017-10-16,Standard Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,East,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345,5,0,58,2017
,US-2017-146353,2017-10-13,2017-10-16,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,22,4,0,11,2017
,US-2017-146353,2017-10-13,2017-10-16,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269,5,0,16,2017
,CA-2017-151330,2017-10-13,2017-10-17,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",79,7,0,22,2017
,CA-2017-151330,2017-10-13,2017-10-17,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149,West,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1628,9,0,260,2017
,US-2017-122021,2017-10-14,2017-10-17,First Class,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,183,2,0,-7,2017
,US-2017-122021,2017-10-14,2017-10-17,First Class,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7,2,0,2,2017
,US-2017-109456,2017-10-14,2017-10-17,Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110,South,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14,3,0,5,2017
,US-2017-109456,2017-10-14,2017-10-17,Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110,South,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179,3,0,86,2017
,CA-2017-123316,2017-10-14,2017-10-17,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Mount Vernon,New York,10550,South,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7,3,0,2,2017
,US-2017-154655,2017-10-14,2017-10-17,Standard Class,BP-11050,Barry Pond,Corporate,United States,Chicago,Illinois,60623,West,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",22,2,0,2,2017
,CA-2017-151330,2017-10-14,2017-10-17,First Class,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177,3,0,30,2017
,CA-2017-164742,2017-10-14,2017-10-18,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701,South,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,18,1,0,9,2017
,CA-2017-163748,2017-10-14,2017-10-18,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,South,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3,4,0,-8,2017
,CA-2017-163748,2017-10-14,2017-10-18,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,South,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999,5,0,624,2017
,CA-2017-164742,2017-10-15,2017-10-18,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701,South,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",245,2,0,27,2017
,CA-2017-117317,2017-10-15,2017-10-19,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Los Angeles,California,90032,Central,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13,3,0,6,2017
,CA-2017-103086,2017-10-15,2017-10-19,Second Class,EB-14170,Evan Bailliet,Consumer,United States,Houston,Texas,77095,West,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,5,2,0,-1,2017
,US-2017-151015,2017-10-16,2017-10-20,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Chicago,Illinois,60653,West,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2,3,0,-4,2017
,US-2017-151015,2017-10-16,2017-10-20,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Chicago,Illinois,60653,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,19,4,0,6,2017
,CA-2017-110408,2017-10-17,2017-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545,6,0,70,2017
,CA-2017-143182,2017-10-17,2017-10-20,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,East,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15,1,0,4,2017
,US-2017-151015,2017-10-17,2017-10-20,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Chicago,Illinois,60653,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,322,13,0,100,2017
,CA-2017-110408,2017-10-18,2017-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275,3,0,11,2017
,CA-2017-110408,2017-10-18,2017-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,Central,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394,5,0,362,2017
,CA-2017-124394,2017-10-18,2017-10-22,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Beaumont,Texas,77705,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10,5,0,-17,2017
,CA-2017-124394,2017-10-18,2017-10-22,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Beaumont,Texas,77705,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119,3,0,-17,2017
,CA-2017-155264,2017-10-18,2017-10-22,Second Class,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,2,1,0,1,2017
,CA-2017-155264,2017-10-18,2017-10-22,Second Class,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,20,6,0,7,2017
,CA-2017-155264,2017-10-18,2017-10-22,Second Class,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,146,3,0,68,2017
,CA-2017-155264,2017-10-18,2017-10-22,Second Class,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10002787,Office Supplies,Labels,Avery 480,18,5,0,9,2017
,CA-2017-155264,2017-10-18,2017-10-22,Second Class,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,117,3,0,11,2017
